No.	ID	内容	时间	时间进度条	弹幕热度
2539	AMX002S	反正不要暴露私人信息就好	0:35:8	2108.3	1.318 
2540	bill lu	杭州已经全员自测核算了	0:35:9	2109.077	1.682 
2541	孤独时代的加加加林	哈哈哈哈哈哈	0:35:10	2110.385	1.428 
2542	c y	我这小区已经封了	0:35:11	2111.433	1.352 
2543	illuminatorqqq	神奇國度	0:35:11	2111.514	1.722 
2544	Richard Yeung	估计，后面会加码越来越严	0:35:11	2111.574	1.907 
2545	葉三	我們天天做	0:35:11	2111.82	1.879 
2546	lynn	筛查花很多钱啊	0:35:12	2112.552	1.755 
2547	凡凡	哇哦，发姐！	0:35:12	2112.688	1.926 
2548	Weibang Zhang	阿宅	0:35:13	2113.383	1.817 
2549	划水的西瓜君	确实	0:35:13	2113.85	1.802 
2550	领养小乌龟的阿普	哈哈哈哈哈	0:35:14	2114.389	1.883 
2551	Clock Chen	？？？	0:35:15	2115.249	2.056 
2552	Seven-Kingdoms -M	上海管的真的严格	0:35:15	2115.416	2.511 
2553	Po Shelton	学校含在封	0:35:15	2115.966	2.246 
2554	孤独时代的发想	現在核酸沒做兩輪都不好交代	0:35:16	2116.02	2.249 
2555	赵迪奥	那你吃什么？没有外卖了	0:35:16	2116.244	2.260 
2556	周海锋	大家都用什么梯子？	0:35:16	2116.437	2.574 
2557	萌发	灵活封城	0:35:16	2116.548	2.591 
2558	the dk	哈哈哈哈哈哈哈哈哈哈	0:35:16	2116.712	3.004 
2559	shengwei he	碎星打了吗	0:35:16	2116.712	3.494 
2560	王郁结	小冬眠	0:35:17	2117.353	3.374 
2561	WEI TAO	天天隔离没感觉了属于是	0:35:17	2117.466	4.511 
2562	旅行-带着王总去旅行00	哈哈哈哈	0:35:17	2117.602	4.575 
2563	孤独时代的刀不舔	发姐醒过来都晚上了	0:35:18	2118.44	4.042 
2564	管培风	哈哈哈	0:35:20	2120.774	2.103 
2565	lynn	soho	0:35:20	2120.811	2.190 
2566	李新征	两天就是睡两觉	0:35:21	2121.747	1.883 
2567	Kent Lu	妳估計封2年才會有感覺吧	0:35:22	2122.436	1.698 
2568	Kylin Di	刚认识的封了一周多，昨天解封的。	0:35:24	2124.515	1.282 
2569	wang10you	今天没买星巴克是因为被封了？	0:35:25	2125.471	1.142 
2570	一发老公	hhhhhhhh	0:35:25	2125.775	1.187 
2571	Yu yu	發姐，發姐，發姐我都被無視了N+1次了，今天我生日，能祝我生日快樂和唱生日歌？	0:35:25	2125.812	1.198 
2572	童小江	深圳七天	0:35:26	2126.687	1.101 
2573	ai ai	作为学生学校还安排自己去做五次核算	0:35:27	2127.329	1.125 
2574	さくらSakura	游戏睡觉， 2天一晃就过	0:35:27	2127.412	1.506 
2575	龙骑士の喵	屯了吃的 就没啥	0:35:27	2127.811	1.429 
2576	Teddy	搞得我们这些国外的还不好回家，	0:35:28	2128.108	1.572 
2577	hamblue	我们今天封了，2天做核酸，虹口这边	0:35:29	2129.131	1.494 
2578	Tyrion Lannister	您的疫苗还没打吧	0:35:29	2129.188	2.140 
2579	陈氏艺能大赏	上海又回到疫情初期2020年初了	0:35:30	2130.048	2.185 
2580	shengwei he	啥时候开打	0:35:31	2131.302	1.809 
2581	34+35 hottie	眼睛一闭一睁	0:35:32	2132.33	1.534 
2582	为发而来的萌新	外卖进的来吗？	0:35:32	2132.856	1.621 
2583	John Qiu	什么时候找对象啊	0:35:33	2133.603	1.594 
2584	Viccloud Zhang	 你這是穿越了嗎	0:35:33	2133.634	1.607 
2585	masaya yaguchi	两周都闹着玩儿	0:35:34	2134.439	1.509 
2586	Fosca Tai	带明星了	0:35:34	2134.739	1.508 
2587	the dk	阿宅的优势	0:35:36	2136.216	1.411 
2588	Alfred Li	境外势力警告	0:35:37	2137.204	1.248 
2589	Smiley man	发妈妈属于灵活就业嘛	0:35:37	2137.261	1.386 
2590	赵迪奥	2天喝不到星巴克会死人的啊！	0:35:39	2139.19	1.268 
2591	肾虚光环	阿发，找个班上吧	0:35:39	2139.656	1.365 
2592	k M	没让你下楼核酸吗	0:35:39	2139.74	1.453 
2593	qiu zhang	哇，发姐好啊	0:35:39	2139.751	1.627 
2594	MshaRp	但是可能会让下楼做核酸噢	0:35:40	2140.135	1.538 
2595	孤独时代的加加加林	我可以半个月不出门	0:35:40	2140.494	1.652 
2596	童小江	全市七天	0:35:41	2141.971	1.383 
2597	lynn	卖诊断试剂美滋滋	0:35:42	2142.331	1.635 
2598	Richard 100	上海最近疫情严重啦	0:35:44	2144.055	1.460 
2599	Jun Li	《居家办公》	0:35:44	2144.361	1.408 
2600	东东	深圳已经封了3天了	0:35:47	2147.051	1.272 
2601	Fluctlight	我也是，我爸还老惦记我的黄码，但对我来说黄码反而是合理化宅家了	0:35:47	2147.392	1.293 
2602	bill lu	杭州这两天全员自测核酸了	0:35:47	2147.994	1.212 
2603	草民	上海把心提到嗓子眼在等风来，风快来了	0:35:52	2152.495	0.785 
2604	Weibang Zhang	汤臣一品	0:35:52	2152.85	0.786 
2605	人間觀察員	杯子不錯	0:35:54	2154.253	0.727 
2606	领养小乌龟的阿普	弄点吃的倒是要的	0:35:54	2154.583	0.793 
2607	lynn	进不来	0:35:55	2155.114	0.782 
2608	龍祈	不能	0:35:56	2156.199	0.823 
2609	Tomson Austin	放大门口	0:35:56	2156.308	0.837 
2610	ai ai	外卖放小区门口自己去拿	0:35:56	2156.613	1.046 
2611	c y	对的	0:35:56	2156.861	1.056 
2612	Majordome	进不来	0:35:57	2157.086	1.100 
2613	lafleur 288	进来就出不去了	0:35:58	2158.607	1.636 
2614	管培风	进不来	0:35:59	2159.027	1.619 
2615	磐石	小区门口自取	0:35:59	2159.339	1.966 
2616	陈一发的脑残粉	发发你穿袜子了吗？	0:35:59	2159.394	2.079 
2617	Majordome	放在货架上	0:36:0	2160.584	1.828 
2618	mu木木啊	门口有桌子	0:36:1	2161.731	1.808 
2619	jun zhengj	上海48小时	0:36:2	2162.174	1.705 
2620	kishirio	放大门口	0:36:2	2162.422	1.721 
2621	illuminatorqqq	有投資核酸檢測的真的發大財	0:36:2	2162.668	1.722 
2622	龙骑士の喵	房门口吧	0:36:2	2162.889	1.723 
2623	giegie的鞑啤雁子	进不了	0:36:2	2162.917	2.320 
2624	KI RI	为什么国内对新冠还这么严格 日本下周全面解控了	0:36:3	2163.028	2.499 
2625	领养小乌龟的阿普	外卖进不了	0:36:3	2163.195	2.593 
2626	Aaron Ngen	允许	0:36:3	2163.445	2.469 
2627	孤独时代的痞痞	送到小区大门	0:36:3	2163.53	3.394 
2628	妮蔻	进不去	0:36:4	2164.167	4.105 
2629	qiang rsoh	肯定进不来	0:36:4	2164.666	4.013 
2630	mu木木啊	自己出来拿	0:36:5	2165.226	3.566 
2631	jun zhengj	上海48小时	0:36:5	2165.861	3.132 
2632	giantdot	外卖放门卫	0:36:6	2166	3.214 
2633	人間觀察員	門口	0:36:6	2166.169	3.075 
2634	斯巴克	进不来了	0:36:6	2166.223	3.130 
2635	葉三	有的行，放門口	0:36:6	2166.251	3.272 
2636	Ruben Rienstratl	进不来,大门口	0:36:6	2166.472	3.304 
2637	k M	统一送	0:36:6	2166.526	3.338 
2638	Hash Bean	封一周了，外卖放小区代收点	0:36:6	2166.741	3.885 
2639	a成	大门	0:36:7	2167.281	3.824 
2640	Kylin Di	封了肯定进不去啊。	0:36:7	2167.367	4.671 
2641	Majordome	小区保安亭	0:36:7	2167.82	5.105 
2642	jun zhengj	小区门口，自己拿	0:36:7	2167.974	5.066 
2643	hamblue	放门口	0:36:8	2168.121	5.123 
2644	c y	门口自取	0:36:8	2168.456	4.478 
2645	管培风	门口有货架	0:36:9	2169.28	3.301 
2646	Fred Chen	放门口	0:36:9	2169.471	3.334 
2647	AMX002S	进不来	0:36:9	2169.603	3.250 
2648	肾虚光环	进步来	0:36:10	2170.055	3.018 
2649	陈氏艺能大赏	上海可以拿外卖	0:36:10	2170.817	2.828 
2650	the dk	深圳居家会放到小区门口	0:36:10	2170.864	2.860 
2651	Wild小黑	可以到小区门口拿	0:36:10	2170.891	3.256 
2652	祖安人十级	放大门口	0:36:11	2171.332	2.978 
2653	Majordome	嗯	0:36:11	2171.387	3.062 
2654	领养小乌龟的阿普	放保安室门口	0:36:11	2171.634	3.147 
2655	焦糖玛奇朵发の	外卖停了好多了	0:36:11	2171.718	4.102 
2656	肖万宝	可以自取	0:36:11	2171.909	4.102 
2657	萌发	全城都封了，外卖也不让送了	0:36:12	2172.077	4.042 
2658	qiang rsoh	小区门口	0:36:12	2172.579	3.962 
2659	cc cc	长春已经没有外卖了	0:36:12	2172.663	5.417 
2660	Tyrion Lannister	进不去	0:36:12	2172.911	4.885 
2661	Kylin Di	只进不出啊。	0:36:13	2173.164	4.399 
2662	vince lee	放在大門口，自己拿	0:36:13	2173.774	4.095 
2663	k M	进不来	0:36:13	2173.996	3.833 
2664	泡泡是个工具人	前几天可以 现在不行	0:36:15	2175.727	2.443 
2665	李知恩	肯定进不来哇	0:36:15	2175.862	2.413 
2666	WEI TAO	快递不能进	0:36:16	2176.089	2.392 
2667	孤独时代的刀不舔	进不来啊 都去门卫 天天拿累死	0:36:16	2176.364	2.333 
2668	姜嘉思	放门口 自己去拿啊	0:36:18	2178.476	1.696 
2669	Majordome	我的是物管拿	0:36:18	2178.944	1.592 
2670	吃嘛嘛香 Inc.	没封过啊	0:36:19	2179.113	1.612 
2671	依俊	门口有蓬	0:36:19	2179.255	1.642 
2672	Perla Roessler	宫产党每天封，我4个月没上学	0:36:19	2179.534	1.736 
2673	log du	外卖小哥进来了，出不去。	0:36:21	2181.097	1.408 
2674	我发超可爱呢	封校不能进外卖 难过死了	0:36:21	2181.739	1.663 
2675	覓秘zone	外卖小哥要是进去小区，不得跟着一起隔离？	0:36:22	2182.724	1.457 
2676	lynn	快递呢	0:36:23	2183.722	1.310 
2677	Kent Lu	只能放指定區域吧	0:36:23	2183.775	1.349 
2678	AMX002S	不会，自己下来拿	0:36:24	2184.061	1.791 
2679	Weibang Zhang	小哥：？？？	0:36:25	2185.368	1.557 
2680	Tomson Austin	快递大哥在大门口摆摊了	0:36:26	2186.055	1.441 
2681	Richard Yeung	深圳外卖可以送到小区门口	0:36:26	2186.42	1.396 
2682	东东	外卖员都睡大马路，不然进小区就出不来	0:36:26	2186.6	1.415 
2683	小米轰炸姬	星巴克	0:36:27	2187.612	1.535 
2684	Fred Chen	自己去门口拿	0:36:28	2188.392	1.503 
2685	tao liu	清零到什么时候 这政策	0:36:28	2188.418	1.756 
2686	领养小乌龟的阿普	我们的进不来 只能放保安室	0:36:28	2188.473	2.105 
2687	萌发	外卖也不让送了	0:36:29	2189.918	1.628 
2688	lynn	物业送上门	0:36:31	2191.775	1.296 
2689	giegie的鞑啤雁子	封控区进不来	0:36:32	2192.17	1.470 
2690	Teddy	你还想让人家进门？	0:36:32	2192.255	1.613 
2691	Viccloud Zhang	外賣小妹	0:36:32	2192.312	1.697 
2692	WEI TAO	人不能进，东西进	0:36:32	2192.368	1.734 
2693	yx l	上海高校禁外面了	0:36:32	2192.583	2.012 
2694	ge gao	没有外卖，饭店都关了	0:36:32	2192.888	2.224 
2695	炎黄解毒片	我们是空投的	0:36:33	2193.277	2.058 
2696	姜嘉思	是的 就是自己走	0:36:33	2193.304	2.070 
2697	赵迪奥	可以让无人机送啊	0:36:33	2193.441	2.838 
2698	さくらSakura	外卖放门口自己拿	0:36:35	2195.452	2.720 
2699	xishanly X	那不是得下楼吗	0:36:35	2195.507	2.997 
2700	wang10you	需要外卖小哥进来就变别的网站了……	0:36:35	2195.671	2.927 
2701	啥叫覺悟高?韭菜讚鐮刀!	等2、3小時能拿給你	0:36:38	2198.155	1.711 
2702	葉三	就是你自己去找	0:36:38	2198.629	1.597 
2703	giegie的鞑啤雁子	管控区可以	0:36:38	2198.848	1.596 
2704	龙保利	进得来，因为区域封的	0:36:39	2199.18	1.589 
2705	Fosca Tai	我点的外卖会自己长腿跑上来	0:36:40	2200.857	1.319 
2706	Weibang Zhang	小哥：？？？	0:36:41	2201.682	1.194 
2707	领养小乌龟的阿普	对就是自己去拿	0:36:42	2202.119	1.152 
2708	qiang rsoh	真被封了 外卖都叫不到	0:36:42	2202.917	1.340 
2709	夜兔不睡觉	饭里又毒	0:36:43	2203.308	1.282 
2710	孤独时代的刀不舔	太远了 走不动	0:36:44	2204.022	1.197 
2711	龙骑士の喵	小区封 是 这样，要是大规模封 估计就不能送了	0:36:45	2205.252	1.409 
2712	Yu yu	發姐，發姐，發姐我都被無視了N+1次了，今天我生日，能祝我生日快樂和唱生日歌？	0:36:45	2205.713	1.412 
2713	王泗源	可以送到小区门口	0:36:47	2207.593	1.144 
2714	weng zhe	好吧。。。。	0:36:47	2207.983	1.136 
2715	孙新	不需要小哥	0:36:48	2208.061	1.388 
2716	林浩	不能送，喝西北风嗷	0:36:51	2211.779	0.990 
2717	覓秘zone	外卖小哥自带帐篷，不住小区	0:36:53	2213.316	0.893 
2718	さくらSakura	封控区 只能自己做饭了。	0:36:53	2213.758	0.922 
2719	Richard 100	汤臣一品昨天上热搜啦	0:36:53	2213.898	0.944 
2720	绵绵	要自己去哪	0:36:54	2214.283	0.975 
2721	k M	活物不能进	0:36:54	2214.395	1.094 
2722	tengwei fu	外卖小哥 我想到了福利姬	0:36:56	2216.506	0.927 
2723	我发超可爱呢	学校封校不能点外卖	0:36:57	2217.722	0.987 
2724	祖安人十级	但是好多外卖没开门	0:36:58	2218.617	0.940 
2725	草民	是这，他替你吃了，然后把胃移植给你多省事	0:37:0	2220.338	0.815 
2726	jump ujumpi	全城都封了，楼都不让下	0:37:0	2220.779	1.111 
2727	AMX002S	不过也没准你们汤臣一品不一样	0:37:0	2220.96	1.308 
2728	illuminatorqqq	核酸檢測還沒賺夠	0:37:1	2221.057	1.370 
2729	孤独时代的core	山东的高校也禁外卖了	0:37:2	2222.05	1.227 
2730	萌发	我们这全城封闭，外卖不让送了	0:37:3	2223.211	1.120 
2731	lynn	高校外卖不给进	0:37:3	2223.954	1.046 
2732	Xu Billy	每个区都有疫情餐	0:37:4	2224.562	1.241 
2733	Tomson Austin	附近的店大多都关了	0:37:5	2225.477	1.289 
2734	龙骑士の喵	开始了	0:37:9	2229.04	0.959 
2735	Sulayman PH	要自由干什么	0:37:11	2231.832	0.870 
2736	龙骑士の喵	《想当年》	0:37:12	2232.546	0.850 
2737	孙新	不需要小哥只要外卖	0:37:13	2233.425	0.802 
2738	lafleur 288	20年前	0:37:16	2236.586	0.644 
2739	KM YIP	你要自由干什么？	0:37:17	2237.191	0.660 
2740	lynn	都是叫同学带饭吧	0:37:17	2237.467	0.701 
2741	肖万宝	发姐上学的时候智能机都没有	0:37:17	2237.742	0.725 
2742	Tyrion Lannister	屯点吃的吧，再严重了外卖都没了	0:37:18	2238.489	0.718 
2743	Fred Chen	确实	0:37:19	2239.428	0.717 
2744	Clock Chen	住读生	0:37:19	2239.565	0.950 
2745	喻Vincent	你初中都20多年前了	0:37:19	2239.892	1.241 
2746	Shentao Zhou	@yu Yu 你发super chat啊哈哈	0:37:19	2239.949	1.351 
2747	k M	外面又没毒，所以外卖可以进。外面有毒，外卖就没有了	0:37:20	2240.036	1.513 
2748	Nic	那么能忍么	0:37:20	2240.721	2.418 
2749	Xu Billy	每家都发疫情餐	0:37:21	2241.949	2.102 
2750	Aaron Ngen	你要自由干什么	0:37:22	2242.764	1.888 
2751	白无忌	忆苦思甜开始了	0:37:22	2242.905	1.937 
2752	葉三	我們全靠周邊小店	0:37:23	2243.998	1.815 
2753	LOONA Bar	幸好我是走读生，住校生太难了	0:37:24	2244.93	1.818 
2754	the dk	你初中的时候不会要用粮票吧	0:37:26	2246	1.554 
2755	孤独时代的core	学校封校上网课，无外卖。	0:37:26	2246.246	1.574 
2756	n德微笑、百度搜不到	有没有偷税漏税过	0:37:28	2248.272	1.201 
2757	Harry Wong	高校不给外卖 他们吃什么啊	0:37:31	2251.127	0.902 
2758	王泗源	只要不封外卖员和商家，就可以	0:37:31	2251.735	0.908 
2759	赵迪奥	好惨啊	0:37:32	2252.76	0.925 
2760	孤独时代的发想	以前都是半封閉或者全封閉管理	0:37:32	2252.76	1.000 
2761	CR7 NB	翻墙生	0:37:33	2253.374	0.955 
2762	Clock Chen	泪目	0:37:33	2253.782	1.022 
2763	龙骑士の喵	不都是吗	0:37:34	2254.994	0.994 
2764	Fred Chen	那时候手机都不能带	0:37:35	2255.075	1.102 
2765	Paul Wu	都是为了你好	0:37:36	2256.312	0.993 
2766	kishirio	住宿生，早恋没	0:37:36	2256.396	1.231 
2767	Aaron Ngen	谁不是呢	0:37:39	2259.292	1.225 
2768	草民	我有走读证	0:37:39	2259.762	1.246 
2769	Viccloud Zhang	好像當兵, 哈哈	0:37:41	2261.007	1.213 
2770	Cheng Luo	那会发生早恋吗？	0:37:43	2263.008	0.976 
2771	肖万宝	发姐上学的时候都是用粮票的	0:37:43	2263.617	0.976 
2772	lisd a	00后一样啊	0:37:44	2264.109	0.968 
2773	小米轰炸姬	翻墙警告	0:37:45	2265.828	0.923 
2774	robin罗宾	都一样	0:37:45	2265.868	0.927 
2775	Clock Chen	发姐坚强	0:37:46	2266.26	1.005 
2776	yx l	吃涨价的食堂	0:37:46	2266.78	0.963 
2777	wang10you	别难为发姐了，我们祝你生日快乐吧，兄弟	0:37:47	2267.649	1.197 
2778	邓一一	你是说上个世纪末期吗？	0:37:48	2268.269	1.176 
2779	hamblue	借别人的出去	0:37:48	2268.934	1.262 
2780	bill lu	天龙人	0:37:49	2269.594	1.518 
2781	星云	对 住校生是这样的。我13年上高中也这样	0:37:50	2270.204	1.518 
2782	龙保利	都一样	0:37:50	2270.429	1.582 
2783	赵迪奥	换啊	0:37:50	2270.951	1.952 
2784	Richard	是的，要么请假出去	0:37:51	2271.203	1.874 
2785	k M	这不是很正常嘛	0:37:51	2271.672	1.848 
2786	qiang rsoh	劳改式管理	0:37:51	2271.7	2.033 
2787	Luo J	小德	0:37:52	2272.304	2.148 
2788	陈晨	都一样	0:37:53	2273.233	2.015 
2789	kishirio	早恋没	0:37:54	2274.024	1.965 
2790	nm ano	9几年吗	0:37:54	2274.628	1.986 
2791	MshaRp	艾尔迪亚人？	0:37:55	2275.4	1.925 
2792	绵绵	这么离谱	0:37:55	2275.593	1.936 
2793	孤独星巴克	谁不是呢，我高中也是住校过来的啊	0:37:55	2275.621	2.141 
2794	Sulayman PH	门路	0:37:56	2276.238	1.986 
2795	赵迪奥	找人换一换啊	0:37:57	2277.26	1.790 
2796	Clock Chen	为难发姐	0:37:59	2279.871	1.224 
2797	ai ai	直接翻墙	0:38:2	2282.248	1.006 
2798	领养小乌龟的阿普	找别人弄个白牌就好了	0:38:2	2282.712	1.055 
2799	心路	小德找什么	0:38:3	2283.206	1.089 
2800	Fight4Freedom	沒學會翻牆????	0:38:3	2283.652	1.108 
2801	肾虚光环	是的	0:38:4	2284.93	1.049 
2802	Baron 67373	都被无视N次就别发了，这么多观众都要生日祝福就没法直播了	0:38:5	2285.183	1.043 
